,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
hg38 STAR 36bp b20000 k100 n50.bed,-0.04983273,-0.033013705,-0.018231306,-0.039911065,0.0048897746,-0.0799001,-0.083188735,0.054248933,-0.053483654,-0.03656895,0.14458,0.12403636,0.10762228,0.1222674,-0.029368589,0.028564269,-0.022428783,-0.07868129,0.058193564,-0.00755055,0.1080541,0.00060535676,-0.03203488,0.09411532,-0.042674754,0.015665261,-0.012464618,0.020796519,0.026475923,0.0023652292,-0.1142582,-0.07315479,-0.066298686,-0.055869423,-0.026665173,-0.06117115,-0.01844499,0.011038509,0.048097305,0.0029796304,-0.030763425,0.016625302,0.022313325,0.0132290805,-0.046700373,-0.030508801,0.03144984,-0.040594976,0.068117514,0.0011362522,-0.004244616,-0.048790935,-0.0736946,-0.03148249,-0.089632735,-0.15670258,0.027076945,0.0012323954,-0.06398438,0.006535476,0.081612624,0.069067426,0.052236892,0.01506851,-0.052060183,-0.016406137,0.038363136,-0.040820334,0.0007541495,-0.06779184,0.08673365,-0.022324048,-0.039379764,0.004593731,0.0010952562,0.030635463,0.0051299487,-0.04760101,-0.018761627,0.06593163,0.07881903,-0.07755223,-0.116357245,-0.057763215,0.02247679,0.07661726,-0.1267635,-0.017370695,0.095908865,0.05540409,-0.016782414,-0.041341115,0.06490662,0.07533297,-0.04881898,-0.021767998,0.00020522703,0.10218091,-0.0029423954,-0.13197751
hg38 STAR 36bp b20000 k50 n50.bed,-0.08436985,-0.026410682,-0.01474744,0.023368642,-0.01785697,-0.09308905,-0.070120126,0.07023208,-0.020934805,-0.0079248985,0.12585379,0.08143946,0.12562355,0.1254516,0.0024852294,0.00967488,-0.04404767,-0.1069869,0.060457285,-0.036499254,0.10025965,-0.039389823,-0.028367411,0.07036065,-0.060491193,0.041667644,-0.04002849,-0.013740962,0.027043266,-0.028297266,-0.13164239,-0.09281037,-0.06914248,-0.02446313,-0.029490255,-0.06991904,-0.0045491154,-0.0028403644,0.051886726,0.014534831,-0.020622222,-0.014142991,0.012888223,0.00038587768,-0.03211618,-0.03065664,0.03852903,-0.051560793,0.07482554,0.025339173,-0.05087605,-0.031819362,-0.08103378,-0.03111029,-0.077370524,-0.103924714,0.029017841,-0.008298961,-0.050711494,-0.026254745,0.050700005,0.046397097,0.014501554,0.05889757,-0.056971353,-0.018485593,0.051185984,-0.08764537,-0.06840582,-0.096198834,0.037531763,0.02569355,-0.04381824,0.02529566,-0.014170676,0.01230918,0.028991265,-0.05381583,0.031399146,0.084925964,0.09328152,-0.07732572,-0.13524498,-0.06471259,0.034624472,0.06608093,-0.07902495,-0.036250185,0.095868364,0.062461074,-0.03284268,-0.050446197,0.08253386,0.060198497,-0.044228807,-0.0014379037,0.027324261,0.080261566,0.004246289,-0.15994066
hg38 STAR 36bp b20000 k36 n10.bed,-0.086305514,-0.04641449,0.020982636,0.007942467,-0.0071455096,-0.049639493,-0.09815985,0.046413112,-0.0155425705,0.00018092929,0.14792259,0.062439203,0.1257204,0.14351931,0.04117807,0.008433452,-0.10589049,-0.033331014,0.05096727,-0.07917451,0.05474523,-0.05276019,-0.047272157,0.035341952,-0.07803943,0.032820888,-0.0548463,-0.042245917,-0.02199907,-0.069106124,-0.09714686,-0.10638458,-0.061119933,0.0076290825,0.016937576,-0.05064006,0.0029960528,0.023091933,0.032349326,0.05239798,-0.01839517,-0.024888076,-0.049576804,-0.07551842,-0.04686657,-0.03719349,0.031519223,-0.04230722,0.05197044,0.041533712,-0.06392647,0.0031884597,-0.055905662,-0.048166305,-0.03533668,-0.02948057,0.009778293,-0.051190637,-0.058005378,-0.036774483,0.037526567,0.040197723,-0.054522295,0.0877302,-0.039818294,-0.044092953,0.052630402,-0.079163864,-0.07822174,-0.0990026,-0.03008208,0.0054669995,-0.07660997,0.022769524,0.022494484,0.042781778,-0.003081835,-0.026262682,0.04295226,0.059894443,0.033603687,-0.059264593,-0.09907045,-0.09320567,0.025815837,0.066261224,-0.049839534,-0.06288923,0.0903765,0.008387829,-0.019072924,0.018220967,0.088654816,0.088098906,-0.056678887,0.014798172,0.051654875,0.037930563,0.038690478,-0.13976987
hg38 STAR 36bp b10000 k50 n300.bed,-0.10258059,-0.026112176,-0.011699094,0.046186525,-0.020903569,-0.11136928,-0.05448595,0.07246908,-0.016679196,0.019080648,0.12413256,0.08209962,0.16312969,0.12636429,-0.03780796,0.01820041,-0.05178095,-0.14177933,0.04578138,-0.045563057,0.1234278,-0.05260154,-0.023391798,0.09546775,-0.07543228,0.066275,-0.062240172,-0.026566923,0.008281743,-0.021336116,-0.16929588,-0.111677535,-0.08579084,-0.026595905,-0.043538705,-0.08650812,0.010284846,-0.012266026,0.066455424,0.013585124,-0.011621827,-0.05418187,0.014026979,0.0055106473,-0.006594497,-0.05263788,0.049233828,-0.07130645,0.09090202,0.043240454,-0.032639496,-0.037314545,-0.10566199,-0.049412385,-0.086795844,-0.1071188,0.031294055,-0.0011499973,-0.045370523,-0.015073798,0.022615869,0.018653344,0.00731596,0.088196605,-0.066974826,-0.019974599,0.0678198,-0.10228898,-0.083130434,-0.09642444,0.015214989,0.037912834,-0.0654297,0.048801757,-0.011915165,0.0007086477,0.046942256,-0.05405881,0.057372466,0.11217425,0.12114954,-0.07409597,-0.17664205,-0.08201534,0.043227587,0.06496394,-0.06688769,-0.018064087,0.08743924,0.08368433,-0.08230216,-0.047980547,0.11284569,0.043778237,-0.028558241,-0.0039003724,0.03646109,0.101229854,-0.023749348,-0.1816851
hg38 STAR 36bp b10000 k50 n10.bed,-0.08457229,-0.03918585,-0.016150888,0.015320009,0.006731874,-0.09042137,-0.07125088,0.06799228,-0.018960517,-0.015732134,0.13396752,0.0848042,0.13043815,0.12441905,0.0055144005,0.010907176,-0.059013095,-0.093560465,0.042036805,-0.04845895,0.09902274,-0.03852183,-0.024619222,0.0602519,-0.06903143,0.043969195,-0.051766455,-0.013063159,0.025825724,-0.03983247,-0.1332976,-0.116475135,-0.06222736,-0.01946881,-0.020522688,-0.071674235,0.0010000332,-0.011942139,0.052478608,0.012649569,-0.025309257,-0.019169252,0.0048185615,-0.011643143,-0.029020436,-0.052638758,0.03645139,-0.054434355,0.08815104,0.031223498,-0.048557602,-0.030718345,-0.07722764,-0.03816425,-0.068756744,-0.10275644,0.038224332,-0.015053862,-0.048552312,-0.03185806,0.049677916,0.042871792,0.00016255556,0.07340902,-0.05121298,-0.030063223,0.064006075,-0.08361534,-0.08608869,-0.103397,0.018717047,0.01650419,-0.05566252,0.030679889,0.00095370726,0.020187885,0.0113053005,-0.044480007,0.03987999,0.09725114,0.093320206,-0.058741096,-0.14302154,-0.068325914,0.039587315,0.07888865,-0.07942452,-0.027646126,0.09108536,0.046499178,-0.03097217,-0.029950108,0.08446774,0.060190827,-0.040102266,0.006410977,0.038452886,0.069213815,0.018961636,-0.1646483
hg38 STAR 36bp b1000 k36 n300.bed,-0.10939336,-0.022615235,0.030743994,0.03325595,-0.03278161,-0.06718878,-0.047313884,0.03271154,-0.014546283,0.019229323,0.09932875,0.046978753,0.110894896,0.09617634,-0.002043442,0.03402892,-0.039923735,-0.13578242,0.029792953,-0.050702684,0.080559984,-0.036506355,0.0039227353,0.050551414,-0.043397114,0.05763133,-0.043168478,-0.039709754,0.010135374,-0.057829197,-0.12848496,-0.10519911,-0.06772505,0.0001679829,-0.024263851,-0.07027876,0.028707344,-0.00083107286,0.059873633,0.018811258,-0.008629045,-0.065276295,0.018637363,-0.0060688523,-0.020760458,-0.040868822,0.02815123,-0.076277725,0.077503785,0.06453477,-0.047956496,-0.015197637,-0.08919463,-0.04303491,-0.059372637,-0.070729524,0.021628862,-0.010525762,-0.04290296,-0.034595817,0.020359894,0.012597802,-0.0076039564,0.093799956,-0.057861138,-0.03997939,0.044569265,-0.102428295,-0.05778046,-0.0684638,-0.018364275,0.010710005,-0.048721503,0.043870587,-0.0029635325,0.023319365,0.033941243,-0.022861468,0.04362226,0.10108241,0.07849984,-0.055550236,-0.14628358,-0.07109605,0.021114994,0.073731616,-0.06947311,-0.027944019,0.08579094,0.024704413,-0.06924708,-0.00927318,0.08133413,0.060808074,-0.018454527,0.021328093,0.049349695,0.07553638,0.0063167517,-0.13561499
hg38 STAR 36bp b1000 k50 n10.bed,-0.079600714,-0.023300903,0.0014885309,0.0113070775,-0.019424275,-0.082190864,-0.051515568,0.04557668,-0.02592544,0.0006151229,0.09834146,0.07778588,0.10311477,0.09322989,-0.010327168,0.018402683,-0.025728876,-0.11523147,0.020793624,-0.028646953,0.09022908,-0.01842633,0.009786099,0.058915477,-0.03519395,0.045212187,-0.03746421,-0.019249482,0.022574157,-0.047625363,-0.13167161,-0.09643217,-0.05713957,-0.025930792,-0.026560273,-0.065746576,0.01356466,-0.004246236,0.047873,-0.01078893,-0.015731348,-0.048488438,0.029256657,0.0137778185,-0.014992231,-0.048035204,0.02113896,-0.05267202,0.09211247,0.051582985,-0.033032537,-0.026205506,-0.08234243,-0.04134851,-0.07118263,-0.094113044,0.028164534,-1.6769907e-05,-0.04915526,-0.019583045,0.04249313,0.03468841,0.016551597,0.07435867,-0.051888242,-0.028479112,0.03491591,-0.07606798,-0.04443385,-0.056163456,0.014831781,-0.0035543127,-0.039136447,0.02944951,0.0074333716,0.023649292,0.01364954,-0.021131182,0.023739781,0.09256932,0.08110432,-0.055127278,-0.1462984,-0.05641926,0.020959685,0.09080143,-0.08263788,-0.015100348,0.076925546,0.033503383,-0.043914676,-0.022365436,0.065480895,0.062607415,-0.027729739,0.011541646,0.039601058,0.08862921,0.016337292,-0.13372271
hg38 STAR 36bp b20000 k36 n50.bed,-0.10378185,-0.037981518,0.01261838,0.0187016,-0.018740863,-0.077928275,-0.07754346,0.060739774,-0.010398496,-0.0016339618,0.14584675,0.06496524,0.12406338,0.14228235,0.022944933,0.0064187692,-0.084585585,-0.08517232,0.05215514,-0.063512206,0.08192443,-0.042597547,-0.032058034,0.038173012,-0.07805824,0.047382507,-0.051992044,-0.031462297,0.0063963807,-0.049690224,-0.13346289,-0.107012734,-0.06512587,-0.011820343,-0.010391036,-0.0804482,-0.0004094561,0.008556267,0.04748252,0.037907902,-0.018089782,-0.018850358,-0.012992416,-0.0395062,-0.02923581,-0.021064162,0.031205341,-0.05637824,0.07606074,0.04634081,-0.073270805,-0.017364902,-0.06659079,-0.036396045,-0.06491971,-0.07087088,0.030445358,-0.035366923,-0.052539553,-0.04307488,0.026158078,0.031549532,-0.022145478,0.0810401,-0.058292944,-0.03985046,0.059156213,-0.104282245,-0.08275665,-0.10914687,-0.00027608834,0.0311151,-0.061709605,0.027930673,0.00206896,0.03495953,0.032260083,-0.033308093,0.052031092,0.09094219,0.07221205,-0.052499462,-0.13032392,-0.09364934,0.033385918,0.06716846,-0.06471265,-0.05659555,0.097919755,0.02342883,-0.040158957,-0.014536993,0.10315068,0.08174971,-0.028235078,0.01563656,0.057067707,0.06277124,0.019467736,-0.16444018
hg38 STAR 36bp b1000 k50 n300.bed,-0.09002434,-0.01754361,0.012044544,0.041181024,-0.025155377,-0.06958616,-0.038279522,0.050788693,-0.015944045,0.018914023,0.079073064,0.07009764,0.119974546,0.09089197,-0.017526679,0.030606896,-0.022458697,-0.14340118,0.023956664,-0.031189784,0.09643317,-0.033011403,0.0053749946,0.075993784,-0.042334165,0.06089763,-0.034496468,-0.023781793,0.010256198,-0.040394936,-0.14054483,-0.09750203,-0.07864395,-0.022183761,-0.040046543,-0.06740974,0.027263789,-0.011378869,0.04952271,0.0058520203,-0.008627107,-0.05830102,0.033405785,0.010629773,-0.021354675,-0.04217156,0.037875272,-0.064388745,0.07840157,0.048571914,-0.028246814,-0.024421548,-0.09893274,-0.044997428,-0.07532368,-0.087376535,0.020285219,0.0067470185,-0.038811687,-0.011898395,0.021420198,0.013594239,0.013926805,0.07694184,-0.049068686,-0.03171137,0.04772837,-0.08925413,-0.051178824,-0.05878343,0.013259608,0.010509378,-0.04391696,0.03852221,-0.0039321748,0.0037703386,0.026200473,-0.030225527,0.039182052,0.101368465,0.094866425,-0.07285803,-0.15441702,-0.054913078,0.015421291,0.07027899,-0.073216535,-0.0069444138,0.0795889,0.04591359,-0.07173611,-0.03619289,0.07783223,0.048697777,-0.02571011,0.015011437,0.030533064,0.09818705,-0.009700052,-0.14000455
hg38 STAR 36bp b10000 k100 n300.bed,-0.073645875,-0.03658129,-0.010521463,-0.027006742,-0.0047213263,-0.108637646,-0.07885755,0.044460483,-0.06514697,-0.02296566,0.14811388,0.14071462,0.1457276,0.12631474,-0.09233238,0.021888753,-0.028917002,-0.11252999,0.040357295,-0.002827738,0.1479514,-0.0034899998,-0.0066532507,0.14127484,-0.06307167,0.053312067,-0.030671917,0.0147862695,0.006068185,0.011633081,-0.13371892,-0.09121768,-0.069792725,-0.06401911,-0.04653214,-0.080248944,-0.027092123,0.011365467,0.048239093,-0.0012981525,-0.01983152,-0.0066495785,0.045753423,0.028640544,-0.011676925,-0.053524148,0.058818728,-0.064380094,0.09789886,0.006464587,0.03232998,-0.083532356,-0.09809567,-0.057592973,-0.10977686,-0.17149203,0.04433653,0.03567641,-0.06971145,0.03378094,0.055903465,0.0645453,0.07329944,0.014860801,-0.08109232,-0.0054719658,0.046671398,-0.06020208,0.023211826,-0.051815655,0.0851416,-0.02245109,-0.055606827,0.018949892,-0.010270948,0.029652549,0.026670743,-0.04701502,-0.0067572054,0.09628866,0.10471811,-0.07940746,-0.16958378,-0.07405415,0.035644706,0.08469045,-0.1209734,-0.00914125,0.084919475,0.09065314,-0.057228953,-0.029805735,0.09599552,0.06326086,-0.05014366,-0.023225987,0.004533293,0.14416827,-0.031450253,-0.13958842
hg38 STAR 36bp b1000 k100 n300.bed,-0.07562757,-0.03421142,0.017549928,-0.019066386,-0.008660255,-0.09194652,-0.06176909,0.02713915,-0.076686785,-0.019736454,0.11976581,0.13398305,0.1278739,0.107258715,-0.08569956,0.025911804,-0.011750337,-0.13189875,0.027563911,-0.0058405604,0.14927068,-0.006293343,0.009676918,0.13476004,-0.046021488,0.06854538,-0.025205595,0.008019247,9.2937866e-05,0.0036015566,-0.14219142,-0.0920744,-0.07453579,-0.06693925,-0.045109715,-0.08291573,-0.011363747,0.00882335,0.04447494,0.0061596585,-0.019970652,-0.037164252,0.06973329,0.033745542,-0.013847229,-0.061441932,0.0591471,-0.0593043,0.09611267,0.011101583,0.03502312,-0.07213953,-0.10193742,-0.05808108,-0.10726629,-0.15873449,0.04188538,0.045593057,-0.066267185,0.04323031,0.060112733,0.0601977,0.07191677,0.016406862,-0.07836192,-0.015455173,0.04327784,-0.058545504,0.032868046,-0.03511874,0.084839806,-0.025215741,-0.047946732,0.030345937,-0.013160455,0.02618511,0.018784368,-0.03282757,-0.00095108495,0.10405886,0.094527364,-0.07750869,-0.17550541,-0.061225545,0.016586378,0.083955795,-0.12236841,-0.0075860135,0.08600349,0.07611624,-0.06287135,-0.02419184,0.09503512,0.06975069,-0.049489915,-0.011508086,0.017185513,0.15649764,-0.029063836,-0.13036332
hg38 STAR 36bp b10000 k50 n200.bed,-0.106677525,-0.029480893,-0.012934636,0.04297309,-0.019667035,-0.10760929,-0.05852468,0.078322776,-0.016303413,0.018316517,0.1258203,0.0873071,0.15501626,0.12991354,-0.026026476,0.016448477,-0.05260156,-0.14867716,0.045616124,-0.043478955,0.11991313,-0.04890239,-0.021866012,0.09203254,-0.07468607,0.07142961,-0.057837874,-0.02639303,0.019906405,-0.01937944,-0.16635548,-0.108333796,-0.078848064,-0.024291668,-0.03936709,-0.086431876,0.0073300055,-0.01640268,0.06510214,0.017182937,-0.0070533575,-0.04480158,0.015289765,0.0011589417,-0.0028518955,-0.04863844,0.043608293,-0.07608406,0.08663552,0.041490037,-0.028551502,-0.037979152,-0.103279784,-0.046026457,-0.08814581,-0.10541553,0.035878483,0.0001355886,-0.053414274,-0.019734003,0.02552323,0.028070237,0.008217626,0.08105384,-0.067096315,-0.021944102,0.06802626,-0.096837424,-0.078450754,-0.08576138,0.017986428,0.036615748,-0.061413337,0.042857774,-0.0144296605,0.008846932,0.04674737,-0.053236634,0.052829795,0.109861754,0.11990094,-0.073495336,-0.17263825,-0.07532249,0.04275791,0.06745524,-0.06847928,-0.02301287,0.090004414,0.08216967,-0.07143686,-0.050904233,0.10597786,0.04887743,-0.024260312,-0.004111826,0.032011215,0.10423626,-0.019495282,-0.1768253
hg38 STAR 36bp b1000 k36 n10.bed,-0.09438895,-0.028576823,0.037502907,0.020059977,-0.027829831,-0.04890189,-0.069747284,0.026120164,-0.01240847,0.019722098,0.1115098,0.045890745,0.105067946,0.100825615,0.024950635,0.017234571,-0.07074524,-0.08825785,0.033611353,-0.06538939,0.04738443,-0.037656806,-0.01292857,0.023479773,-0.054998398,0.05271001,-0.034923133,-0.04460347,-0.008013141,-0.068917006,-0.11505397,-0.10278672,-0.06263085,-0.006416846,-0.00057407736,-0.059795823,0.024888465,0.015762636,0.04006601,0.030564282,-0.0058629,-0.056406185,-0.0127141485,-0.039184082,-0.034370232,-0.03987231,0.031162577,-0.054080125,0.07271364,0.07025978,-0.049579516,-0.002126947,-0.07247726,-0.053809877,-0.041165955,-0.039029263,-0.0013553627,-0.034031656,-0.053936526,-0.038989503,0.033535756,0.024856243,-0.03235607,0.08102858,-0.053690173,-0.047472883,0.035358734,-0.090757824,-0.059290346,-0.06283111,-0.038126983,-0.015717406,-0.064152844,0.0291386,0.02053788,0.044046514,0.000930332,-0.009685292,0.036378376,0.07838124,0.045667414,-0.054395545,-0.13345213,-0.07668927,0.015961653,0.087655336,-0.059567165,-0.041978266,0.077721335,0.0052947733,-0.039420906,0.016447432,0.06913673,0.08828451,-0.04063318,0.037128493,0.053393144,0.05565856,0.03269056,-0.118770964
hg38 STAR 36bp b1000 k50 n100.bed,-0.09734738,-0.01872076,0.012978597,0.040378004,-0.023731686,-0.07895328,-0.039116696,0.043328635,-0.030736715,0.013502387,0.08060633,0.07611812,0.119485736,0.090886846,-0.021584319,0.027340699,-0.022832584,-0.14977844,0.033972695,-0.02928314,0.10275553,-0.033130024,0.00564764,0.07901187,-0.038839005,0.07366056,-0.03135074,-0.019883579,0.008847264,-0.04238224,-0.14962792,-0.09988261,-0.07306247,-0.021547524,-0.045699254,-0.07554,0.023245133,-0.015785951,0.052376274,0.0045684404,-0.013046676,-0.06244518,0.038658086,0.012028752,-0.01392193,-0.0443167,0.038638324,-0.066082604,0.077793896,0.046115234,-0.031621404,-0.03533217,-0.09997768,-0.041012317,-0.08565663,-0.09502439,0.025885025,0.010358248,-0.0519856,-0.01616824,0.03620503,0.021072043,0.020342035,0.06260286,-0.058055557,-0.030725291,0.04717447,-0.08719718,-0.043293405,-0.0563578,0.020783272,0.008679877,-0.04524982,0.032495365,-0.009105961,0.0049767997,0.030807903,-0.037082396,0.03579276,0.09673358,0.100992225,-0.06926531,-0.16503336,-0.055600215,0.017559357,0.06760297,-0.077181906,-0.013146767,0.08370517,0.05629259,-0.062717155,-0.04281713,0.07586835,0.051165294,-0.02284232,0.013296141,0.02551219,0.114420325,-0.012380527,-0.14608458
hg38 STAR 36bp b10000 k100 n100.bed,-0.06367098,-0.038502038,0.0004391845,-0.03682606,0.0040850113,-0.10352895,-0.07267506,0.047555882,-0.07260982,-0.032092907,0.15931116,0.15274936,0.14388326,0.13721947,-0.07585453,0.02124212,-0.02373455,-0.109723516,0.048419986,0.0011741468,0.15502442,-0.0066645,-0.006098929,0.13095845,-0.05457842,0.054258466,-0.03189223,0.022844214,0.01728387,0.016147738,-0.13895072,-0.0930096,-0.0629757,-0.063649684,-0.047104243,-0.078396335,-0.027563816,0.011615869,0.051363442,-0.0006244325,-0.02492045,-0.007170629,0.058989067,0.028248826,-0.025034739,-0.054420795,0.053322937,-0.0570161,0.0795621,0.004183757,0.029646786,-0.07125945,-0.09819216,-0.05044752,-0.11915007,-0.18591768,0.04415744,0.038621087,-0.074863434,0.031538658,0.062753946,0.06928813,0.07261537,0.009300026,-0.07542623,-0.0062738913,0.049666174,-0.051669918,0.027149195,-0.05131312,0.09979236,-0.020813752,-0.050826017,0.015610366,-0.009493407,0.029656181,0.01939125,-0.05234592,-0.019418297,0.09465838,0.099274226,-0.080295056,-0.16642964,-0.071793795,0.025878133,0.08130439,-0.13135113,-0.019435149,0.091694765,0.085010834,-0.052988485,-0.03462295,0.09493451,0.06985809,-0.051070068,-0.028627245,0.006021109,0.14737184,-0.021780843,-0.14460146
hg38 STAR 36bp b10000 k100 n50.bed,-0.068216495,-0.02962362,0.0014928036,-0.045774132,0.006063746,-0.09635366,-0.07599161,0.04384713,-0.06751814,-0.03811962,0.15829182,0.15337762,0.12747884,0.13266392,-0.07372656,0.026997961,-0.025807144,-0.098706715,0.05000491,0.0074370485,0.14822522,0.0017151897,-0.020342255,0.12319942,-0.046215214,0.044868063,-0.02787966,0.021955177,0.020646948,0.017457824,-0.1351279,-0.08631455,-0.069521755,-0.07066212,-0.03758042,-0.079441465,-0.028814014,0.018087141,0.04859199,0.009002785,-0.022240758,-0.0013451249,0.048550863,0.023141881,-0.032418367,-0.05357562,0.047130033,-0.050975323,0.08392185,0.004438446,0.021327054,-0.06976877,-0.092843324,-0.047414504,-0.11181564,-0.18014814,0.04359131,0.03240394,-0.06694086,0.031033222,0.071991086,0.07244599,0.07297245,0.010701109,-0.06763714,-0.0070032426,0.04079386,-0.046343792,0.026720544,-0.049749613,0.094870314,-0.023444436,-0.04818302,0.01955167,-0.0017545838,0.031738263,0.016530592,-0.046109244,-0.021569228,0.08765791,0.09289355,-0.07957903,-0.15652396,-0.06981054,0.025585022,0.08752708,-0.136747,-0.018277934,0.09107836,0.06835133,-0.041264378,-0.03390376,0.09143995,0.07715361,-0.06040992,-0.028054453,0.0044959052,0.14321777,-0.020995803,-0.13960437
hg38 STAR 36bp b10000 k36 n10.bed,-0.1025742,-0.045180004,0.039021276,0.010826039,-0.0025988398,-0.05719981,-0.09891587,0.037353557,-0.013672203,0.013376444,0.14976507,0.061971575,0.13764888,0.13993803,0.031805016,0.01304113,-0.11715025,-0.05547285,0.049179003,-0.08077851,0.05787148,-0.052613612,-0.041604556,0.023924105,-0.091021806,0.053218838,-0.05744515,-0.043802872,-0.026410535,-0.07010545,-0.11347237,-0.11882187,-0.060999136,0.0071992935,0.014403109,-0.06112578,0.0086938925,0.019484257,0.04232694,0.0571882,-0.014050515,-0.04734543,-0.039278254,-0.0757542,-0.048648886,-0.05459746,0.0341655,-0.051485293,0.06572111,0.05401831,-0.06385162,9.480384e-05,-0.06573206,-0.053807862,-0.037175234,-0.03524898,0.008262774,-0.049656797,-0.059671797,-0.044094153,0.032027155,0.03381873,-0.052707706,0.092226006,-0.055615004,-0.051049206,0.058266476,-0.09211035,-0.07689359,-0.09547496,-0.045102224,0.0019389592,-0.08336884,0.033825353,0.020737866,0.050456155,-0.0040622205,-0.019787433,0.059337083,0.07618727,0.037382316,-0.05984249,-0.13185255,-0.09506776,0.019658532,0.087021574,-0.05230239,-0.061121438,0.0860317,0.00797659,-0.03751523,0.02664991,0.09033321,0.09616512,-0.06427597,0.026137836,0.06732836,0.040449712,0.044166394,-0.14669965
hg38 STAR 36bp b1000 k50 n50.bed,-0.095705494,-0.025035154,0.00747068,0.031241478,-0.019717986,-0.077812366,-0.052488036,0.045556895,-0.028157903,0.004239223,0.07967091,0.082757026,0.11793469,0.09179802,-0.017591083,0.029226946,-0.022858683,-0.13194317,0.036215708,-0.022849048,0.10546026,-0.020942405,0.005712418,0.07374372,-0.037391517,0.06696917,-0.029842865,-0.027467769,0.012185516,-0.04174814,-0.13391852,-0.09645547,-0.06698858,-0.023642134,-0.046245832,-0.07397051,0.013237635,-0.005868088,0.044907503,0.0032364433,-0.017031174,-0.060211167,0.04733718,0.016916674,-0.019345092,-0.040771723,0.03308056,-0.06371383,0.08290834,0.047417156,-0.03149059,-0.034821242,-0.09899762,-0.042881455,-0.08417367,-0.095089056,0.024203703,0.017431509,-0.049196657,-0.012529363,0.039621726,0.02830163,0.02644321,0.061555624,-0.065242395,-0.026405523,0.044162884,-0.08142363,-0.03541924,-0.05832966,0.023346245,0.0038983643,-0.036194373,0.036664035,-0.0058475877,0.0051712473,0.02257493,-0.032239556,0.027836967,0.09030277,0.088094346,-0.07479561,-0.15429932,-0.056264184,0.022548374,0.069214575,-0.08119058,-0.014553086,0.081062615,0.046538588,-0.059723955,-0.039006293,0.07015561,0.057212554,-0.03331312,0.0046599954,0.021413932,0.1064927,-0.00334986,-0.14156838
hg38 STAR 36bp b1000 k36 n100.bed,-0.11403845,-0.027235512,0.02750953,0.03503792,-0.02695216,-0.07156939,-0.04878475,0.040765796,-0.014665727,0.01591292,0.10406591,0.055570282,0.11067682,0.107026935,-0.0015838117,0.027560264,-0.04708914,-0.13741477,0.026975889,-0.050572313,0.08231701,-0.035429087,0.0049030785,0.05428038,-0.04739389,0.068172656,-0.03876112,-0.038935985,0.005836912,-0.059262235,-0.13211796,-0.11061906,-0.06731558,-0.0036380184,-0.02646192,-0.078216374,0.027030006,-0.0036953571,0.06028913,0.024041357,-0.010056069,-0.062065247,0.021449246,-0.010064758,-0.018078033,-0.036635302,0.033691052,-0.08055446,0.083191834,0.0705291,-0.050634976,-0.016196677,-0.091680616,-0.03781731,-0.07141882,-0.069557585,0.020680655,-0.017531905,-0.049670413,-0.040884145,0.02633242,0.016759166,-0.005500995,0.09093184,-0.062179912,-0.047888406,0.05104495,-0.111293286,-0.05836102,-0.07011567,-0.015066457,0.018461762,-0.056008972,0.041551307,-0.0025593336,0.020961743,0.03431837,-0.023160229,0.045943055,0.104869775,0.082154535,-0.053403415,-0.15610224,-0.069016606,0.02788998,0.06594087,-0.07608938,-0.037575014,0.08959148,0.03147248,-0.06125974,-0.013419356,0.08505434,0.064418875,-0.015776528,0.027996201,0.050888233,0.07776295,0.0073837056,-0.14595467
hg38 STAR 36bp b10000 k50 n100.bed,-0.107688375,-0.02768449,-0.0044811275,0.042562596,-0.014193446,-0.105548605,-0.05729479,0.06743904,-0.026694857,0.011821574,0.12677594,0.09213111,0.15463816,0.13413304,-0.030287696,0.0052420828,-0.05048462,-0.14068775,0.0532541,-0.042208225,0.13018547,-0.05481116,-0.020266244,0.08955722,-0.07139089,0.074011594,-0.056785606,-0.02313619,0.019789614,-0.018842464,-0.16779342,-0.114642896,-0.07658676,-0.025486907,-0.04826815,-0.084312044,0.0022279075,-0.006359235,0.07003695,0.017398218,-0.0159305,-0.045954335,0.028800905,-0.000682252,-0.009286544,-0.05097199,0.047759894,-0.06563325,0.082874954,0.030615568,-0.038018037,-0.03940663,-0.10082115,-0.044065274,-0.09507317,-0.11018868,0.033758637,0.0033303169,-0.06020882,-0.019099047,0.034272026,0.029366046,0.00964451,0.070629835,-0.06890461,-0.020885808,0.06520997,-0.097770445,-0.07523802,-0.08773945,0.03037275,0.036659557,-0.056892153,0.033510644,-0.018311946,0.0030202947,0.042099245,-0.059754826,0.046457212,0.102613814,0.11700471,-0.07002324,-0.17464834,-0.07755276,0.038630422,0.067919284,-0.07639098,-0.023327662,0.09495781,0.0804621,-0.065762,-0.050116647,0.108101815,0.05129403,-0.03568558,-0.0029709565,0.030034376,0.11206836,-0.014460478,-0.18179768
