BAM,R1 FASTQs,R2 FASTQs,Paired-End,Cropped,Pooled,Duplicate FASTQs,Restricted,BAM Read Length,Mapped Reads,Unmapped Reads,Date Created,Donor,Biosample Ontology,BAM md5sum
ENCFF537LWG,ENCFF047UFK,ENCFF792LBY,True,False,False,False,False,101,68975593,3113993,2016-12-07T18:35:28.318302+00:00,ENCDO793LXB,tissue_UBERON_0008952,aa3df657dec0bbb716a1cb7a11c53dfa
ENCFF269VXF,ENCFF911DDV,ENCFF770NPT,True,False,False,False,False,76,108257937,21979607,2016-11-08T22:46:24.163982+00:00,ENCDO451RUA,tissue_UBERON_0002190,b2bd87606aea76a82ecb8febbe9c9349
ENCFF344OKG,"ENCFF393KUX, ENCFF368CYL, ENCFF138KKQ, ENCFF472QMD, ENCFF064XIS, ENCFF635VQA, ENCFF763DAQ, ENCFF508ZFI, ENCFF659UFR, ENCFF145GCJ, ENCFF303YPV",,False,False,True,False,False,36,197294132,6294542,2016-11-02T17:13:47.856079+00:00,ENCDO000AAW,cell_line_EFO_0003042,9dc4413b425b1809894506ba83dd7554
ENCFF949TKQ,ENCFF000XQR,,False,False,False,False,False,27,5395702,233858,2016-10-26T17:41:28.535178+00:00,ENCDO000AAC,cell_line_EFO_0001187,882ef93d94633e29682f23ce04550501
ENCFF827FND,"ENCFF332HES, ENCFF381LXJ",,False,False,True,False,False,50,128090790,4231656,2016-05-06T18:10:36.298464+00:00,ENCDO000AAE,cell_line_EFO_0001203,2ba05e7354cca5574543c35c4d7d8c4b
ENCFF378LBV,ENCFF772GQX,ENCFF688FIR,True,False,False,False,True,76,48437399,17106525,2017-11-28T08:12:15.752450+00:00,ENCDO594MAO,primary_cell_NTR_0000427,a83539ef51de5940d270c94edeec509c
ENCFF556HNY,ENCFF829TXJ,ENCFF366SRC,True,False,False,False,False,76,82167038,9571716,2017-02-02T01:47:28.047423+00:00,ENCDO793LXB,tissue_UBERON_0000996,d8368e8ab50990aceac570ae6e81cd5c
ENCFF432ESG,"ENCFF953ZAR, ENCFF970CAQ",,False,False,True,False,False,36,45405798,1939902,2016-12-19T07:30:28.999062+00:00,ENCDO028NGF,primary_cell_CL_0000084,140c200bf7e9457ee1153bc8a5ca5f4d
ENCFF219HJZ,ENCFF314CVE,ENCFF066XSO,True,False,False,False,False,101,108035041,2292381,2017-01-08T01:23:32.199199+00:00,ENCDO005EGE,primary_cell_CL_1001606,67ea1ab061578065182d03ba83c8ce11
ENCFF458XZK,ENCFF960ZTN,ENCFF985KLY,True,False,False,False,False,76,87705056,19611552,2016-11-08T22:45:13.664808+00:00,ENCDO451RUA,tissue_UBERON_0010414,2edb72ee18ee2b0f6126d310beed6eca
ENCFF028DNB,ENCFF000SAZ,,False,False,False,False,False,36,29766125,258045,2016-10-26T17:42:17.000808+00:00,ENCDO000AAE,cell_line_EFO_0001203,b171bcb2801c5ea3ebc976b3234a2cd3
ENCFF828ZRU,ENCFF415UOP,ENCFF353KTB,True,False,False,False,False,101,91624131,5391049,2016-11-02T23:09:56.881874+00:00,ENCDO451RUA,tissue_UBERON_0004264,e77904f8414cfabccf9af5319e5a598a
ENCFF909YLO,ENCFF001HNS,,False,False,False,False,False,36,18210385,392212,2016-08-09T16:01:09.897650+00:00,ENCDO000AAB,cell_line_EFO_0002791,69c8c1e4f670ccf9f6e981b3472c5d76
ENCFF518TNE,ENCFF001HTT,,False,False,False,False,False,36,17903858,219998,2016-07-28T00:31:15.734187+00:00,ENCDO000AAD,cell_line_EFO_0002067,03bd8f55a1130d7388dda80ec1a3078f
ENCFF076PCE,"ENCFF155BZF, ENCFF611OKI",,False,False,True,False,False,36,37687227,4091969,2016-12-19T07:29:16.953616+00:00,ENCDO119ASK,tissue_UBERON_0002108,399275ce4c88bb312d044b5417178177
ENCFF633HYG,ENCFF370DYU,ENCFF793FGU,True,False,False,False,False,101,76803558,1866236,2016-08-13T23:44:56.084665+00:00,ENCDO000ABF,cell_line_EFO_0001182,fc0321cf3a6e0592f581f2c62437005a
ENCFF732PHN,ENCFF744ZJK,,False,False,False,False,False,40,51568683,3852299,2016-05-06T18:12:17.138180+00:00,ENCDO000AAD,cell_line_EFO_0002067,4ee87045e15c9623dbbf48b9f30d6310
ENCFF023RXC,ENCFF000XTE,,False,False,False,False,False,32,23278697,4729096,2016-10-26T17:34:37.656910+00:00,ENCDO000AAC,cell_line_EFO_0001187,5f29628fa7673c7bbb13e2adfa6fa32d
ENCFF154KFQ,ENCFF000QQI,,False,False,False,False,False,50,27502729,2813839,2016-04-19T20:41:07.776705+00:00,ENCDO000AAE,cell_line_EFO_0001203,3fff6510ce4d4a79e872c49985dacf00
ENCFF132EKN,"ENCFF195XIZ, ENCFF599TBP",,False,False,True,False,True,36,32048038,683084,2017-10-16T12:53:11.852170+00:00,ENCDO636RDE,tissue_UBERON_0002305,af044e16c845df388f02713090a7fcb7
ENCFF061AZD,"ENCFF088JGL, ENCFF628NJR",,False,False,True,False,False,36,24809318,923596,2016-12-19T07:29:30.984201+00:00,ENCDO176AAI,tissue_UBERON_0002240,5cab6e711f51867ed94e0f45590cca08
ENCFF594SRM,ENCFF000NPN,,False,False,False,False,False,36,37374370,10226878,2016-10-26T17:36:49.450623+00:00,ENCDO000ACV,cell_line_EFO_0005718,078525df9b98f0993f934a50c1119ed0
ENCFF954DWW,ENCFF000BAO,,False,False,False,False,False,36,39511178,4626942,2016-08-09T15:58:06.915144+00:00,ENCDO000AAB,cell_line_EFO_0002791,f5ac07b2bbca356b39e94f79dceac109
ENCFF299CFZ,ENCFF096LLU,ENCFF026HSI,True,False,False,False,False,101,45917769,1530907,2016-10-29T18:03:45.977433+00:00,ENCDO000AAD,cell_line_EFO_0002067,cade54c7f9871db463fa6d8eff5dc9eb
ENCFF773EDD,"ENCFF582UYY, ENCFF318KEV",,False,False,True,False,False,76,57332374,2204047,2017-08-04T21:48:59.113014+00:00,ENCDO845WKR,tissue_UBERON_0000473,8fcc6eb69301c575517e76c4e9243d23
ENCFF755KSX,ENCFF118YOS,ENCFF257ZET,True,False,False,False,False,101,54730444,2060962,2016-12-15T06:08:24.986724+00:00,ENCDO000ADM,cell_line_EFO_0002323,c8a10efd43cd5eaf40e9fbbaa439b594
ENCFF427XZH,ENCFF668IHS,,False,False,False,False,True,76,4060489,3627151,2018-01-31T06:10:44.875145+00:00,ENCDO375CKP,primary_cell_CL_0000236,504d1c2ea95dde7adaea0ad2edd6f1cc
ENCFF586DWA,ENCFF224JZM,ENCFF151KQH,True,False,False,False,False,76,158791127,31780207,2016-11-08T22:48:58.036094+00:00,ENCDO845WKR,tissue_UBERON_0000945,420a89b5911aaa67fc1b301803ecafdd
ENCFF283WRF,"ENCFF618IFR, ENCFF647ACK, ENCFF186NYZ",,False,False,True,False,False,36,50985073,2502509,2016-12-19T07:30:13.019115+00:00,ENCDO190HXC,primary_cell_CL_0000625,f0ffd9caaa9b606e450082daab447bac
ENCFF568WFK,"ENCFF392NMZ, ENCFF162VCK, ENCFF866OVM, ENCFF435NXM, ENCFF657UJU, ENCFF282OBH",,False,False,True,False,True,36,37960398,373823,2017-10-16T12:53:09.051316+00:00,ENCDO980BZD,tissue_UBERON_0002686,3e121d87d203585c63a3dec771793955
ENCFF112DPE,"ENCFF959MSU, ENCFF996NMH",,False,False,True,False,False,49,43567884,1219633,2016-08-30T17:48:17.879949+00:00,ENCDO000AAD,cell_line_EFO_0002067,7ef5500fb8cc4e1163f068bd22e063d3
ENCFF953EVD,ENCFF000ARK,,False,True,False,True,False,36,7838473,2837687,2016-08-09T16:00:07.327903+00:00,ENCDO000AAK,cell_line_EFO_0002784,42d7844b3fcbb76ac1f2a1e7f60e0b82
ENCFF520BVL,"ENCFF993UPA, ENCFF980IWS, ENCFF228LJG, ENCFF307LWZ",,False,False,True,False,False,76,141859391,6591819,2016-10-28T04:45:50.126350+00:00,ENCDO793LXB,tissue_UBERON_0002084,9ce1abecfca6e1bfff2b77588c5a7395
ENCFF965IQY,ENCFF513NDA,,False,False,False,False,False,40,47164322,3357107,2016-05-06T18:11:55.027274+00:00,ENCDO000AAD,cell_line_EFO_0002067,19191d81d8901cd9ae620e47f7a71825
ENCFF648WLU,ENCFF000YQC,,False,False,False,False,False,28,17177142,2097438,2016-10-26T17:35:57.879239+00:00,ENCDO000AAD,cell_line_EFO_0002067,fbb213e7363cbd14b7f53f23e94a03c3
ENCFF841LDY,ENCFF427XVX,ENCFF327UHP,True,False,False,False,False,101,61641034,1792636,2016-09-11T03:13:37.093755+00:00,ENCDO000ABF,cell_line_EFO_0001182,6e9d07b01a38cf64803d073f897b3723
ENCFF528VJN,ENCFF643OCI,ENCFF010LOC,True,False,False,False,False,101,58735887,1340575,2016-08-13T23:43:59.348937+00:00,ENCDO000ABF,cell_line_EFO_0001182,cbc842ebb86d1bb5bdca2a05aaddec1f
ENCFF469FYX,ENCFF002ECO,,False,False,False,False,False,36,41851754,305578,2016-05-06T18:08:48.023968+00:00,ENCDO000AAB,cell_line_EFO_0002791,6ba13c23cbc0475294f73cd94b96b178
ENCFF646GDE,ENCFF373VKP,,False,False,False,False,False,49,24232616,470612,2016-05-06T18:07:54.864648+00:00,ENCDO000AAD,cell_line_EFO_0002067,d00e2a6ecef5c1347acf8d23e82d938e
ENCFF429RAN,ENCFF002BFW,,False,False,False,False,False,50,41229132,3787851,2016-05-06T18:12:41.699148+00:00,ENCDO000AAK,cell_line_EFO_0002784,0a9f522471741f06fbebbca0f124c261
ENCFF240VHQ,"ENCFF630OOC, ENCFF874IPA",,False,False,True,False,False,36,50680377,2346727,2016-12-19T07:29:44.208113+00:00,ENCDO190HXC,primary_cell_CL_0000624,0b3676f317ad41e097910227fd81b166
ENCFF470NFL,"ENCFF615LEB, ENCFF458ASE",,False,False,True,True,False,76,50053726,1971284,2017-01-09T19:40:23.334523+00:00,ENCDO000ABD,cell_line_EFO_0003072,ed9e7501a4e4161c86ae5dfc80997955
ENCFF895FSD,ENCFF748FSB,,False,False,False,False,False,49,24502996,531488,2016-08-30T17:51:10.710795+00:00,ENCDO000AAD,cell_line_EFO_0002067,542f9548e599f109d267e2ba57b4975f
ENCFF730TWO,ENCFF000VXG,,False,False,False,False,False,27,13709933,4621754,2016-10-26T17:37:05.394361+00:00,ENCDO000AAK,cell_line_EFO_0002784,aa258f354daa8ede3841b64af1cc33a6
ENCFF599PYA,"ENCFF614ETM, ENCFF996WJG, ENCFF351BDB, ENCFF154YCF",,False,False,True,False,False,76,48804935,1484855,2016-10-27T22:00:57.196202+00:00,ENCDO793LXB,tissue_UBERON_0001114,9730aff8ad89ac856cf781bca80d70f0
ENCFF435KTE,"ENCFF489RYI, ENCFF060HIR",,False,False,True,False,True,75,53792903,11300534,2017-11-09T06:01:39.179689+00:00,ENCDO881IIS,primary_cell_NTR_0003079,87cfcecdbb4d55daf648db51da689e03
ENCFF487SIK,ENCFF000VWD,,False,False,False,False,False,28,5889050,322740,2016-10-29T18:04:02.299396+00:00,ENCDO000AAK,cell_line_EFO_0002784,4ab98e7f60fe8b4d78a71f4aed892342
ENCFF234IPE,ENCFF001HUC,,False,False,False,False,False,36,26084593,259548,2016-08-09T16:00:50.727461+00:00,ENCDO000ACX,cell_line_EFO_0005726,bbb1898c10666ac9aacd1c22e0521936
ENCFF090ARS,ENCFF928OBE,ENCFF619MWU,True,False,False,False,False,101,59203983,1548779,2017-02-02T19:21:06.320653+00:00,ENCDO000ACX,cell_line_EFO_0006365,31d0c695253d238d015a237f26de2be5
ENCFF658TYW,ENCFF911KYO,,False,False,False,False,False,40,37587964,2221610,2016-05-06T18:11:39.802555+00:00,ENCDO000AAD,cell_line_EFO_0002067,2ab57bba4b670d7865b5629713a0f529
ENCFF500BKR,ENCFF203GDE,ENCFF671HJP,True,False,False,False,False,101,59100195,2082067,2016-10-29T18:04:29.467975+00:00,ENCDO000AAD,cell_line_EFO_0002067,5859a54a92bd49df7f5095d6120ebaf1
ENCFF752PGK,ENCFF229EVL,,False,False,False,False,True,36,15282730,2871399,2018-01-18T02:31:16.489621+00:00,ENCDO832GKP,tissue_UBERON_0002107,69b11fb3d904d4b4317ca77d0026725f
ENCFF870ZUQ,ENCFF074CLV,,False,False,False,False,False,50,48517053,8653125,2016-05-06T18:02:10.346219+00:00,ENCDO000AAC,cell_line_EFO_0001187,a8b68aa151b8864dcda809c6ecb665d8
ENCFF942DSY,"ENCFF000ZIF, ENCFF000ZIB, ENCFF000ZIH, ENCFF000ZID, ENCFF000ZIJ, ENCFF000ZHZ",,False,False,True,False,False,36,172453185,1573185,2016-10-26T17:37:10.825946+00:00,ENCDO000AAP,cell_line_EFO_0001200,bbb08f79740de4e95a005bdafbb7528b
ENCFF129RAC,ENCFF650GDL,ENCFF132ASO,True,False,False,False,False,101,67925859,1830471,2016-10-29T18:05:00.212421+00:00,ENCDO000AAD,cell_line_EFO_0002067,948a6ee0976af8b45c20b4c34dbb356a
ENCFF952QEE,"ENCFF404AFK, ENCFF217LWR",,False,False,True,False,False,36,77668578,5710404,2017-03-21T07:19:02.441012+00:00,ENCDO478OMA,tissue_UBERON_0000945,add7d3971a460769ac4604f4ea2f39b0
ENCFF438AXH,ENCFF835IOE,,False,False,False,False,False,36,10087778,3515349,2016-12-19T07:20:21.784157+00:00,ENCDO000AAW,cell_line_EFO_0003042,3d1c35840fe40a2bac34c2c35e7a87c5
ENCFF538WBD,ENCFF878DLI,ENCFF568ZUY,True,False,False,False,False,101,70231833,2887983,2016-10-27T22:10:11.503463+00:00,ENCDO271OUW,tissue_UBERON_0001150,83ede8a53da013aea5531e7cc6184153
ENCFF878FCD,ENCFF000QEU,,False,False,False,False,False,36,26604768,11197321,2016-08-05T20:35:59.598049+00:00,ENCDO000AAD,cell_line_EFO_0002067,9480554cb4a8d5b9f924d47ce31924e9
ENCFF590RJM,ENCFF000VWF,,False,True,False,True,False,28,17402061,356305,2017-07-12T16:59:48.145457+00:00,ENCDO000AAK,cell_line_EFO_0002784,25f46edd3d764c519904bf2deaa435ac
ENCFF364SOT,ENCFF586GNU,ENCFF876IGQ,True,False,False,False,False,101,56132486,1816930,2016-10-27T22:17:43.255788+00:00,ENCDO845WKR,tissue_UBERON_0004264,eae957a9d20351a5a0a4ae32933981b8
ENCFF791WOW,"ENCFF188POD, ENCFF770IYO",,False,False,True,False,False,36,84576504,5152131,2016-12-19T07:31:02.733958+00:00,ENCDO058AAA,tissue_UBERON_0001255,c33d70825c8a13d6b9b2c632380e2dfe
ENCFF906STP,ENCFF156GVP,,False,False,False,False,True,76,65958385,3521290,2017-11-09T06:50:52.418047+00:00,ENCDO981EWY,primary_cell_NTR_0000427,cbb4f254cc66fae10bd00e233900430f
ENCFF998DHJ,ENCFF434XRU,,False,False,False,False,False,50,29847713,692994,2016-05-06T18:12:01.982290+00:00,ENCDO000AAC,cell_line_EFO_0001187,8e1e66dc75088cac2be28997ae5661e2
ENCFF893BIJ,ENCFF918DCV,,False,False,False,False,True,75,30996020,6420448,2017-11-09T04:07:59.982414+00:00,ENCDO601VUB,tissue_UBERON_0000088,9e59cbc8bbd54381023a66ecce5efcb5
ENCFF611SZR,ENCFF774EJH,,False,False,False,False,False,50,33256049,856462,2016-05-06T18:13:18.551416+00:00,ENCDO000AAD,cell_line_EFO_0002067,3b1a43c3e31554d0fb3dfd27c36a3668
ENCFF225LIL,"ENCFF278TMY, ENCFF894UPX",,False,False,True,False,True,36,26109718,1366862,2018-01-19T22:01:48.889385+00:00,ENCDO424FTP,in_vitro_differentiated_cells_CL_0000222,86507689b8e09fd763d4f1269852801d
ENCFF994WBV,ENCFF795KJT,ENCFF067HZB,True,False,False,False,False,101,71952104,814858,2016-05-06T18:13:35.715830+00:00,ENCDO000AAD,cell_line_EFO_0002067,68cb96010155ce9e927658367a5c6884
ENCFF471FGD,ENCFF417ORB,ENCFF839JCV,True,False,False,False,False,101,81216407,3235959,2016-10-29T18:08:26.445286+00:00,ENCDO000AAD,cell_line_EFO_0002067,3a054eb2c6f54c0a59b7a26d0d85320c
ENCFF041ZZY,ENCFF001HYX,,False,False,False,False,False,36,24970153,316785,2016-08-09T16:00:29.534135+00:00,ENCDO000ADU,cell_line_EFO_0001260,6a02ac3a0a434073e78c2075fea3be70
ENCFF714PBR,ENCFF204RVH,,False,False,False,False,True,36,42243019,3548434,2018-01-25T01:19:41.673820+00:00,ENCDO477HWZ,in_vitro_differentiated_cells_CL_0000136,65fe57d446c73c72b75eec90c4c38325
ENCFF036SIR,ENCFF001HZB,,False,False,False,False,False,36,17550506,166515,2016-08-09T16:00:14.564667+00:00,ENCDO000ADU,cell_line_EFO_0001260,1db71260abb7d3d24947690aed321c4b
ENCFF336EQJ,ENCFF000WMS,,False,False,False,False,False,28,5197321,241493,2016-10-26T17:36:39.422091+00:00,ENCDO000ACH,cell_line_EFO_0005348,781c547e795e612b4cedd6f2326a7f90
ENCFF373OZW,"ENCFF796ERZ, ENCFF957PGR, ENCFF048ZOQ",,False,True,True,False,False,36,68914823,2056909,2016-11-15T23:51:02.120671+00:00,ENCDO000ABE,cell_line_EFO_0002824,0f38bf3462bf5889e40633b3aa2ae41d
ENCFF077KNC,ENCFF846FCW,ENCFF908NQG,True,False,False,False,False,76,99611057,15342865,2017-02-02T04:14:36.035228+00:00,ENCDO271OUW,tissue_UBERON_0004648,be6c4df64d6129ba29f072a15fc5e1cf
ENCFF021IAB,ENCFF000WPV,,False,False,False,False,False,28,6243345,372784,2016-10-26T17:35:41.334637+00:00,ENCDO000ACK,cell_line_EFO_0005351,ec8da06defab9177a21796314a162d7e
ENCFF092GQD,"ENCFF859VNG, ENCFF412GJA",,False,False,True,False,False,36,41940615,7086993,2017-04-06T01:45:40.161426+00:00,ENCDO759UVX,primary_cell_CL_0002551,1803e7358ea727379500e00e536cd72f
ENCFF594FEE,ENCFF001HME,,False,False,False,False,False,36,24998889,458707,2016-08-09T16:01:22.382470+00:00,ENCDO000ABE,cell_line_EFO_0002824,e09cd0c67583fcc723acd22562242b92
ENCFF485XVB,ENCFF217VQE,ENCFF241ECN,True,False,False,False,False,101,32653207,1048261,2016-05-06T18:10:35.349836+00:00,ENCDO000AAD,cell_line_EFO_0002067,d77cdac38dde33d07db7ab57a7710628
ENCFF274SSL,ENCFF087SCF,,False,False,False,False,False,40,38546151,3507053,2016-05-06T18:02:32.600054+00:00,ENCDO000AAD,cell_line_EFO_0002067,5cdf1c5bb999aeb4176988d309d08efa
ENCFF441NVS,ENCFF974UBB,ENCFF588NFI,True,False,False,False,False,76,73334796,10308682,2017-02-02T01:03:54.871749+00:00,ENCDO793LXB,tissue_UBERON_0000996,a8c9f6f89891900efd655389dde53cb1
ENCFF615KTD,"ENCFF218VYP, ENCFF130NIU, ENCFF411REJ",,False,True,True,True,False,36,77387916,1946696,2017-03-17T01:54:33.425165+00:00,ENCDO133EXU,cell_line_EFO_0005694,b7a7872f0b26cec1e755700d72ad05ee
ENCFF555CLQ,ENCFF002BGA,,False,False,False,False,False,50,39295885,1482500,2016-05-06T18:09:41.111937+00:00,ENCDO000AAK,cell_line_EFO_0002784,d102ec62ded6100aecf0b583a8a91566
ENCFF553LPF,ENCFF880RIS,,False,False,False,False,False,36,31614291,7872562,2016-12-19T07:29:36.475902+00:00,ENCDO221AAA,cell_line_EFO_0005904,86ba04f6f8137cf85fa7c5be95cb6609
ENCFF928MXV,ENCFF847SHO,ENCFF386SNG,True,False,False,False,False,76,74142674,10803554,2017-02-02T01:45:03.401253+00:00,ENCDO845WKR,tissue_UBERON_0002106,f8ec2348c6d72e1268cf4bb0ef0587c2
ENCFF044SKY,ENCFF002EFC,ENCFF002EFE,True,False,False,False,False,101,83882699,1859475,2016-05-06T18:16:52.445556+00:00,ENCDO000AAC,cell_line_EFO_0001187,640f8c18591390cd3fda3382ab2aa3d6
ENCFF969QSH,"ENCFF000VQQ, ENCFF000VQO",,False,False,True,False,False,36,52287984,571335,2016-08-09T16:01:03.441141+00:00,ENCDO000ABH,cell_line_EFO_0005333,8e79ab8ed510cfbbc1c36cab0a35f035
ENCFF797ZEF,ENCFF390XLA,ENCFF783BXZ,True,False,False,False,False,101,65199272,2892124,2016-05-06T18:11:17.149447+00:00,ENCDO000AAD,cell_line_EFO_0002067,59a2fc66e2ed1e5e3657c89601ecec9d
ENCFF952YHB,ENCFF011ZUM,,False,False,False,False,False,40,49052620,3227914,2016-05-06T18:13:56.109479+00:00,ENCDO000AAC,cell_line_EFO_0001187,3ae295620a9bd9a84cb3b42eb78595df
ENCFF742FYO,ENCFF449TVW,ENCFF869MDG,True,False,False,False,False,101,101184885,2118787,2017-01-08T00:38:05.358830+00:00,ENCDO615NVN,primary_cell_CL_1001606,11a3223db5e27d7302177c73bcddbe42
ENCFF484ZUJ,ENCFF688VIR,ENCFF500RYP,True,False,False,False,False,76,97454994,19306390,2016-11-08T22:45:03.256922+00:00,ENCDO793LXB,tissue_UBERON_0001157,c5b701716d562548ceb90d38dde2c21f
ENCFF048BXG,ENCFF184TJX,ENCFF035HZW,True,False,False,False,False,76,61527995,17678611,2017-02-02T01:21:21.022890+00:00,ENCDO845WKR,tissue_UBERON_0001159,2627452e24546ca72561a5a1fc14ea3c
ENCFF822OPC,ENCFF000WIQ,,False,False,False,False,False,28,6060763,380584,2016-10-26T17:36:01.525990+00:00,ENCDO000AAL,cell_line_EFO_0002786,d36af1d3e05b2dc1651328c64edb5469
ENCFF292LYW,ENCFF913JVQ,,False,False,False,False,False,50,56017549,1661713,2016-05-06T18:07:04.453246+00:00,ENCDO000AAD,cell_line_EFO_0002067,a7f4a642e8d72a3a3e730e1929326c59
ENCFF839JJA,ENCFF640BFJ,ENCFF420UMA,True,False,False,False,False,101,80432060,7338286,2017-05-16T05:34:25.713118+00:00,ENCDO845WKR,tissue_UBERON_0004550,9d64d3cb8ae6e0740ce0090bfd9a18d2
ENCFF163MVW,ENCFF000ZSI,,False,False,False,False,False,36,43657746,7814194,2016-10-26T17:36:04.069781+00:00,ENCDO000ABD,cell_line_EFO_0002717,53b9f95bcc16ece36e07905c5025fd7e
ENCFF484PBB,ENCFF299QHU,,False,False,False,False,False,36,47417419,2419748,2016-05-06T18:03:29.250693+00:00,ENCDO222AAA,in_vitro_differentiated_cells_CL_0002259,5864804de5873c53b53c3c5fdd7da740
ENCFF414ROR,"ENCFF864QSY, ENCFF647SGY",,False,False,True,False,False,51,27370191,661650,2016-05-06T18:03:24.961380+00:00,ENCDO000AAD,cell_line_EFO_0002067,e0aed188df8fe4f7e35213a7f7371f2e
ENCFF806WWU,ENCFF758OHN,,False,True,False,True,False,36,46959166,2008285,2017-03-22T20:18:38.340525+00:00,ENCDO060AAA,tissue_UBERON_0002107,d274fd57fcf22a8e8abc09e257e8585e
ENCFF602TNO,ENCFF957VLE,ENCFF919YIJ,True,False,False,False,False,101,46160058,922024,2016-05-06T18:10:03.447032+00:00,ENCDO845WKR,tissue_UBERON_0036149,7f68ce928faad5685f934825d6fbdd56
ENCFF035QBB,"ENCFF220ZIH, ENCFF144GRV, ENCFF121JIP",,False,False,True,False,True,36,39325516,686353,2017-10-16T12:54:02.785267+00:00,ENCDO980BZD,tissue_UBERON_0002967,7463b7c3fa2bff27d8845d66ddd4a9a7
ENCFF220MYU,ENCFF340IXP,,False,False,False,False,True,36,39107418,4043523,2018-01-26T01:40:52.186777+00:00,ENCDO608RNO,primary_cell_CL_0000134,1324edc47e73b14522fd6a97b77172fa
ENCFF504UBQ,ENCFF001HVB,,False,False,False,False,False,36,31824148,352690,2016-08-09T16:00:56.832241+00:00,ENCDO000ADG,cell_line_EFO_0002798,99ca870e12b3664817692759e0fa9070
ENCFF424ATY,ENCFF952FAG,ENCFF956RLS,True,False,False,False,False,101,88711875,3442675,2016-08-13T23:44:18.542515+00:00,ENCDO000ABF,cell_line_EFO_0001182,32bd3fb36c9b9de5ed1fd236af19b9ee
ENCFF335OIH,ENCFF000WNS,,False,False,False,False,False,28,5437359,231470,2016-10-26T17:35:52.979791+00:00,ENCDO000ACI,cell_line_EFO_0005349,3007ab6adad449b44df8a276b312a6af
ENCFF719PXX,ENCFF154SYW,ENCFF172JDP,True,False,False,False,False,101,117400158,4242588,2016-08-13T23:45:44.364076+00:00,ENCDO000ABF,cell_line_EFO_0001182,6b7708c194c4e86182be528a1c058fd2
ENCFF348IEF,ENCFF196VCR,ENCFF173EDE,True,False,False,False,False,101,79518394,3433242,2016-08-13T23:44:26.360673+00:00,ENCDO000ABF,cell_line_EFO_0001182,8bb5ad0de2b38050bfb330f5dcc3d6b3
ENCFF555AAQ,ENCFF618CAW,,False,False,False,True,True,76,28086232,2146488,2017-11-28T03:54:40.399527+00:00,ENCDO499GAU,cell_line_EFO_0007116,9192706504a76c680d356b147a08fbda
ENCFF699AGI,ENCFF001HGF,,False,False,False,False,False,36,16648711,385985,2016-10-26T17:40:27.067734+00:00,ENCDO000ABW,cell_line_EFO_0001159,175823b382f54f00217f66927b4ef1c2
ENCFF435XNC,ENCFF610IKU,,False,False,False,False,False,49,22712148,409611,2016-05-06T18:02:23.503351+00:00,ENCDO000AAE,cell_line_EFO_0001203,24cff3e987e069f657c163c13132da3a
ENCFF669RNN,ENCFF007ATE,ENCFF629EIQ,True,False,False,False,False,76,98306968,18105774,2017-02-02T03:53:42.452652+00:00,ENCDO451RUA,tissue_UBERON_0008367,2415384be26baca3229caec4f886ad22
ENCFF721CZL,ENCFF000RMI,,False,False,False,False,False,36,41226225,293984,2016-10-26T17:37:35.029737+00:00,ENCDO000AAZ,cell_line_EFO_0001086,7f3a1be5b7ce63b9252135b5004a0bc1
ENCFF445CQP,"ENCFF185HSW, ENCFF112XAK","ENCFF856ZLL, ENCFF748PLK",True,False,True,False,False,101,213164784,10548354,2016-11-18T19:18:46.868254+00:00,ENCDO845WKR,tissue_UBERON_0004264,4b8b53ec219dd2572293252b8866f467
ENCFF597JWO,"ENCFF949QOX, ENCFF900DXM",,False,False,True,False,False,36,111555022,2707880,2016-11-02T17:15:47.951124+00:00,ENCDO000AAW,in_vitro_differentiated_cells_CL_0002319,6d438e4f6cc12fb4e2b593c9d94ea36c
ENCFF184MWE,"ENCFF260HFH, ENCFF384OED, ENCFF985SAX, ENCFF364CZV",,False,False,True,False,False,76,52160154,1731328,2016-10-27T21:59:14.374936+00:00,ENCDO793LXB,tissue_UBERON_0004550,33427f678ce209a31e83da45c486facd
ENCFF846MWL,ENCFF369ZWL,,False,False,False,False,False,36,15912825,359803,2016-12-19T07:29:15.589134+00:00,ENCDO632AGT,cell_line_EFO_0007099,6cfd103338af16e9d9042edd988df416
ENCFF368JQX,ENCFF000YQB,,False,False,False,False,False,28,15922974,2174512,2016-10-26T17:35:48.519694+00:00,ENCDO000AAD,cell_line_EFO_0002067,f9f853d62680dba95979cab1a0b4c147
ENCFF150LPL,ENCFF002EIB,ENCFF002EIC,True,False,False,False,False,101,81712683,2077073,2016-05-06T18:06:32.723544+00:00,ENCDO000AAC,cell_line_EFO_0001187,057cbb207a4f7c311c09fd19c643fe84
ENCFF952DJU,ENCFF352RHK,,False,False,False,False,False,36,34280393,5444839,2016-12-19T07:21:26.750228+00:00,ENCDO000AAW,cell_line_EFO_0003042,bce1d7d0bb0cad4acaac0df6c89f6486
ENCFF427LBG,"ENCFF428ZLL, ENCFF771FGQ",,False,False,True,False,True,75,69406418,5960653,2017-11-09T22:18:44.830055+00:00,ENCDO651ROT,tissue_NTR_0003013,475b5b48330b87b48809715e31f04d2f
ENCFF453LJV,ENCFF881MQW,ENCFF231MWC,True,False,False,False,False,101,59308215,1204507,2016-09-11T03:13:46.971792+00:00,ENCDO000ABF,cell_line_EFO_0001182,e09281bf64a0007714f1681300fafb7c
