BAM,R1 FASTQs,R2 FASTQs,Paired-End,Cropped,Pooled,Duplicate FASTQs,Restricted,BAM Read Length,Mapped Reads,Unmapped Reads,Date Created,Donor,Biosample Ontology,BAM md5sum
ENCFF799TFW,ENCFF000WIX,,False,False,False,False,False,28,6018193,4817222,2016-10-26T17:36:03.997932+00:00,ENCDO000AAL,cell_line_EFO_0002786,bee41639712821465054c450aa67c40b
ENCFF087TOW,ENCFF092DDZ,,False,False,False,False,False,40,36979569,1330542,2017-02-08T18:21:08.415090+00:00,ENCDO000AAD,cell_line_EFO_0002067,840d3ea8f516bddb1af77abdb6f9339f
ENCFF442KWM,ENCFF135ANM,ENCFF473QSO,True,False,False,False,False,101,84551455,2147627,2017-03-17T16:43:32.175391+00:00,ENCDO845WKR,tissue_UBERON_0002106,5ae20811229483982c9ca34639b46e8c
ENCFF122LEY,ENCFF002EFD,ENCFF002EFA,True,False,False,False,False,101,89386544,1131202,2016-05-06T18:17:10.316285+00:00,ENCDO000AAD,cell_line_EFO_0002067,e99ad522e6e489dbbb0568b2e425c7d2
ENCFF549GPL,"ENCFF700UWP, ENCFF342ZXR, ENCFF911DBY, ENCFF121KFB",,False,False,True,False,False,36,32894048,385473,2016-12-19T07:29:59.150144+00:00,ENCDO194EHQ,primary_cell_CL_0000897,2082dd1b7cb305196680851e0d5c9dd5
ENCFF433PWX,ENCFF347NHA,ENCFF027HUL,True,False,False,False,False,101,81886209,2355043,2017-03-23T18:07:04.612345+00:00,ENCDO271OUW,tissue_UBERON_0036149,710fa1329b7ca97a5ae1daa03bab2a13
ENCFF692MYF,ENCFF065VOB,ENCFF795HIW,True,False,False,False,False,101,139993543,7491459,2016-05-06T18:16:37.191934+00:00,ENCDO793LXB,tissue_UBERON_0008367,7b989122de564be4b66a95c0a96a3701
ENCFF873CHB,"ENCFF430QBM, ENCFF144LGB, ENCFF388OVY, ENCFF907ZAE",,False,False,True,False,False,36,46740461,578611,2017-12-15T22:21:01.571898+00:00,ENCDO194EHQ,primary_cell_CL_0000792,fbfab4985e6f4d830abe3e9e7525fb52
ENCFF405GGZ,ENCFF458ZVK,ENCFF715LSR,True,False,False,False,False,101,77815786,2489850,2016-11-02T23:08:38.326152+00:00,ENCDO271OUW,tissue_UBERON_0002190,4488302903817224212a918a72311de2
ENCFF969PTL,ENCFF507DNV,,False,False,False,False,True,76,61805939,8628115,2017-11-09T06:25:27.038241+00:00,ENCDO686OPO,primary_cell_CL_1001608,f4c63f9509e8c674e52e0bb1d3fae2a2
ENCFF461QPO,ENCFF088HMZ,ENCFF722QTP,True,False,False,False,False,76,109101841,24000325,2017-02-02T04:45:09.048587+00:00,ENCDO271OUW,tissue_UBERON_0008367,9f48a5ef175afae2264af21712f659ce
ENCFF011DCG,"ENCFF067KOA, ENCFF142HVK, ENCFF145VOM, ENCFF228AVN",,False,False,True,False,False,76,72704975,2726893,2016-10-27T22:01:41.672380+00:00,ENCDO793LXB,tissue_UBERON_0006920,698ec5defb2a808851a4e78dce04ef3b
ENCFF033LOS,ENCFF001HJV,,False,False,False,False,False,36,32425524,383045,2016-08-09T16:01:37.362939+00:00,ENCDO224AAA,primary_cell_CL_0002606,b4450d9a16fdd9b6933a95f6f045e7ce
ENCFF476YAR,ENCFF849CDI,ENCFF842SLH,True,False,False,False,False,76,53214866,18064362,2017-02-02T01:02:26.258043+00:00,ENCDO845WKR,tissue_UBERON_0001159,0c07cf09421890b6e8f460dd7eddccaa
ENCFF632VRO,ENCFF723EDR,ENCFF475OEA,True,False,False,False,False,101,102419482,2835392,2017-03-23T18:08:13.291864+00:00,ENCDO793LXB,tissue_UBERON_0036149,bc702f75ae74f7deec6d7829ca505f44
ENCFF122IYJ,ENCFF512TNG,,False,False,False,False,False,76,52857441,2241165,2016-08-09T16:49:17.874531+00:00,ENCDO793LXB,tissue_UBERON_0002046,de664270fca41aa13d6a4c91ddbb983a
ENCFF104FCD,"ENCFF808XNU, ENCFF061KLJ, ENCFF579LXQ",,False,False,True,False,True,36,22914821,360686,2017-10-16T12:52:00.062640+00:00,ENCDO980BZD,tissue_UBERON_0002038,cbe215fcedb9a6031bde6c1d2f5e392c
ENCFF918GEC,ENCFF426FHM,ENCFF273OIE,True,False,False,False,False,101,102715907,1939247,2017-01-08T00:32:39.355273+00:00,ENCDO615NVN,primary_cell_CL_1001606,37086a4385779d8a59d69112bcea4b73
ENCFF503UOS,ENCFF192COE,ENCFF459SYM,True,False,False,False,False,101,83283308,3606448,2016-12-07T18:29:28.219924+00:00,ENCDO793LXB,tissue_UBERON_0002190,6c7c560a05f2a93358e183e157f24e6b
ENCFF856ZPM,ENCFF184KAN,ENCFF535EZI,True,False,False,False,False,101,82727719,1538125,2017-01-27T06:27:25.315703+00:00,ENCDO793LXB,tissue_UBERON_0001211,2a6d07c474a9ebd9d2662c260412db99
ENCFF043ZLF,ENCFF250CGU,,False,False,False,False,False,36,24757053,1034937,2016-12-19T07:29:17.370396+00:00,ENCDO000AAW,in_vitro_differentiated_cells_NTR_0000856,dd6b17f7104d36db0cad0b11a85bac33
ENCFF189EQQ,ENCFF141WOU,ENCFF939CSH,True,False,False,False,False,76,95181814,19378082,2016-11-08T22:45:05.694675+00:00,ENCDO845WKR,tissue_UBERON_0001157,340cc98e3d6c3937b01fd07e3d289516
ENCFF700UBO,"ENCFF318JDQ, ENCFF046WYC, ENCFF494TSO, ENCFF009GEU",,False,False,True,False,True,76,53142018,1307382,2017-11-19T07:27:04.252252+00:00,ENCDO371NVV,tissue_NTR_0001226,16eee5e66372a92b0745784295d89d11
ENCFF528RAC,"ENCFF342XML, ENCFF115PHM",,False,False,True,False,False,76,54896511,2109594,2016-10-27T21:58:03.397135+00:00,ENCDO924HBJ,in_vitro_differentiated_cells_CL_0000746,78db0c1dd99c7c69481193a9d1ada110
ENCFF323AVQ,ENCFF183RWB,,False,False,False,False,False,40,42306549,2025537,2016-05-06T18:12:50.206102+00:00,ENCDO000AAD,cell_line_EFO_0002067,faf1e4248d99ab2673713c93365f3d6e
ENCFF654HJW,ENCFF000YOV,,False,True,False,False,False,27,21556210,5143459,2016-12-13T03:33:12.728670+00:00,ENCDO000AAD,cell_line_EFO_0002067,69cd300aa370577381e3b989c79f1e7a
ENCFF429XTA,"ENCFF955HWE, ENCFF860HKY, ENCFF000CIU",,False,False,True,False,False,36,69126168,6958102,2017-04-07T01:37:57.492328+00:00,ENCDO759UVX,primary_cell_CL_0002551,ccb8a62748d6c7348424e7bc547d3d09
ENCFF798AWR,ENCFF000RPB,,False,False,False,False,False,33,16588623,365414,2016-10-26T17:34:45.614216+00:00,ENCDO000AAK,cell_line_EFO_0002784,f14c8a90f7ae2d779b878317d62fa50d
ENCFF896YZZ,ENCFF270NSD,,False,False,False,False,False,50,42940331,1454447,2016-05-06T18:12:06.606589+00:00,ENCDO000AAC,cell_line_EFO_0001187,abf565af3b909295bcbfb3435600fa6c
ENCFF962KBC,ENCFF000OJU,,False,False,False,False,False,36,22055796,6216175,2016-10-26T17:42:18.033991+00:00,ENCDO000ACA,cell_line_EFO_0002785,b7ba8a5180789796d275efc6228a9acb
ENCFF603BUP,ENCFF866EMZ,,False,False,False,False,False,40,37449618,2982087,2016-05-06T18:10:33.913332+00:00,ENCDO000AAC,cell_line_EFO_0001187,45bc089fc31b4716b216807b38bc087b
ENCFF586OAQ,ENCFF306JCM,,False,False,False,False,False,40,39389807,2269366,2016-05-06T18:10:43.639725+00:00,ENCDO000AAC,cell_line_EFO_0001187,2829a223235f3fbde25294fe5de329fa
ENCFF722CPV,ENCFF002DUF,ENCFF002EGX,True,False,False,False,False,101,75056854,1191954,2016-05-06T18:11:16.550607+00:00,ENCDO000AAE,cell_line_EFO_0001203,0e88ae6f091e1a6770402ecdb92261ef
ENCFF637KZP,ENCFF001HSI,,False,False,False,False,False,36,21627479,338994,2016-08-09T16:00:49.193744+00:00,ENCDO107AAA,primary_cell_CL_0002586,f484724271edde16d969b57394e2ab15
ENCFF436DYG,ENCFF916HOD,,False,False,False,False,False,36,37268745,2094015,2016-12-19T07:21:44.557306+00:00,ENCDO058AAA,tissue_UBERON_0002106,c1f9bde3e70530f3ee050d2ea029d492
ENCFF016PFU,"ENCFF163PYU, ENCFF522PVI, ENCFF639RMG, ENCFF716YLE","ENCFF486LTO, ENCFF272GOE, ENCFF830CTU, ENCFF665BBC",True,False,True,True,False,76,136507551,3061747,2016-11-15T02:25:04.580265+00:00,ENCDO647UHQ,cell_line_EFO_0002847,08979d46245ad14db8f14b0a882fcef7
ENCFF497USM,ENCFF000ZIS,,False,False,False,False,False,36,25142897,2806254,2016-10-26T17:36:18.730155+00:00,ENCDO000AAP,cell_line_EFO_0001200,7c2688ed5bbe66b1708fd160afc54002
ENCFF861GBM,"ENCFF788YKS, ENCFF913IHA, ENCFF749GHL, ENCFF556RIX, ENCFF000BHE",,False,False,True,False,False,36,65084869,9195679,2017-04-06T18:44:35.866513+00:00,ENCDO830BUW,primary_cell_CL_0002327,3293e35675bf142aaf66df65e27a2301
ENCFF535SOA,"ENCFF452ROQ, ENCFF527WMD, ENCFF057DOL, ENCFF584YEG, ENCFF243MZN","ENCFF335TOI, ENCFF274YMK, ENCFF863XGE, ENCFF802LTL, ENCFF375CUH",True,False,True,True,False,76,243834490,5633352,2016-11-15T02:28:55.394946+00:00,ENCDO647UHQ,cell_line_EFO_0002847,108cfdd8cffe2073606c3c9713cb8a11
ENCFF681OVW,ENCFF000RWS,,False,False,False,False,False,35,16372696,501038,2016-07-28T00:31:30.285717+00:00,ENCDO000AAD,cell_line_EFO_0002067,09edd59d943ce1b4e29691cbbf7955e3
ENCFF660XDK,ENCFF000YBC,,False,False,False,False,False,36,56380802,653928,2017-02-28T16:36:44.635578+00:00,ENCDO076ZHN,primary_cell_CL_0002618,f79586288fd4e1aee9e7644b064f8be1
ENCFF034JHX,"ENCFF921OII, ENCFF068XZV",,False,False,True,False,True,76,56700352,13206833,2017-11-09T06:22:18.190705+00:00,ENCDO123NFT,primary_cell_CL_0000625,64bc8a8ef1bb914a6cf872c1a3933be2
ENCFF459PIH,"ENCFF460NPB, ENCFF742PUR",,False,False,True,False,False,76,52270583,1656207,2017-08-04T21:47:09.871005+00:00,ENCDO451RUA,tissue_UBERON_0002367,3fbb0bf173cc4fdbe33756b44efcb869
ENCFF252HWU,ENCFF000PBW,,False,False,False,False,False,50,30809763,3699708,2016-11-30T18:18:18.458679+00:00,ENCDO000ABE,cell_line_EFO_0002824,82ed13ca27e6c9f5cfabb981cdd3ee02
ENCFF580MZG,ENCFF247MLF,,False,False,False,False,False,50,45870819,1312335,2016-05-06T18:07:23.252087+00:00,ENCDO060AAA,tissue_UBERON_0002107,89d225d131c91db3535420be8fc8bb4d
ENCFF573APN,ENCFF882MTE,,False,False,False,False,True,36,37369567,4128388,2018-01-18T01:46:32.485293+00:00,ENCDO776UMN,tissue_UBERON_0002107,a4156a85e5e42049f11a4b9771e8f6e6
ENCFF392UYM,"ENCFF587HMQ, ENCFF184GOD, ENCFF787SDP, ENCFF036GMX",,False,False,True,False,False,76,60640151,3051457,2016-11-15T23:53:14.745239+00:00,ENCDO055UKA,primary_cell_CL_0000775,dd09228b4b7e30835fcce2370303cf8f
ENCFF692XZV,ENCFF000XGR,,False,False,False,False,False,32,26708410,435205,2016-10-26T17:41:20.068673+00:00,ENCDO000AAB,cell_line_EFO_0002791,0985197332e3ed8d5e01bd11b18f5d26
ENCFF451NZB,ENCFF631TYY,,False,False,False,False,False,36,12058733,110822,2016-10-26T17:40:55.373339+00:00,ENCDO268AAA,primary_cell_CL_0000312,1df8aaaa25d7887eb35c94d21729f70c
ENCFF989PGT,ENCFF259QKU,ENCFF437BSD,True,False,False,False,False,101,57586471,1468805,2016-09-11T03:13:17.955097+00:00,ENCDO000ABF,cell_line_EFO_0001182,f7b548c7ab34ddd7c71a24a2d0a37af4
ENCFF519AXQ,ENCFF000WPQ,,False,False,False,False,False,28,9362632,608157,2016-10-26T17:36:14.234649+00:00,ENCDO000ACK,cell_line_EFO_0005351,92f89bb20b8d77a696afa63c7941fd66
ENCFF660VDB,ENCFF000RCT,,False,False,False,False,False,50,25642021,3498120,2016-11-30T18:18:10.715095+00:00,ENCDO000ABD,cell_line_EFO_0003072,01d26bc9b9a4630d30c00cc953317122
ENCFF098QIR,ENCFF000QTR,,False,False,False,False,False,36,46953633,5220534,2016-10-26T17:58:25.512669+00:00,ENCDO000ABB,cell_line_EFO_0002713,f805ba2b0a8de9a61054bdf13fa478f8
ENCFF747ZVF,"ENCFF582UFD, ENCFF043RFW",,False,True,True,False,False,36,97083609,4850802,2017-03-17T00:43:05.147188+00:00,ENCDO478OMA,tissue_UBERON_0001159,465a106305b5b15dd720d97a9b1889ae
ENCFF880EVO,ENCFF047NSE,ENCFF743SMH,True,False,False,False,False,101,76882935,1046807,2016-05-06T18:11:26.793722+00:00,ENCDO000AAD,cell_line_EFO_0002067,55bb0022681d5a683bfeb8b4fb96c7c8
ENCFF806VPE,ENCFF310PFX,,False,False,False,False,False,40,45638535,4479784,2016-05-06T18:13:33.639613+00:00,ENCDO000AAC,cell_line_EFO_0001187,568891bfc2caa35bfe6b5798a6fab846
ENCFF259TIP,ENCFF001HIS,,False,False,False,False,False,36,23688016,3397959,2016-08-09T16:01:40.688030+00:00,ENCDO221AAA,in_vitro_differentiated_cells_CL_0000746,8704bbcd9d2cdd050808a17070761894
ENCFF576BTF,ENCFF001HKT,,False,False,False,False,False,36,28338711,609155,2016-08-09T16:01:25.079835+00:00,ENCDO230AAA,primary_cell_CL_0002548,53e29e694ee6fbc1ebcca4b29a88cda0
ENCFF809HFR,ENCFF267XUN,ENCFF273UTA,True,False,False,True,False,76,132529287,6159537,2016-05-25T14:12:17.283494+00:00,ENCDO336AAA,cell_line_EFO_0007950,952767c5fed4e95d3d139f53d897f154
ENCFF367KJP,ENCFF963LOW,,False,False,False,False,False,36,14374920,141097,2016-10-26T17:35:15.533686+00:00,ENCDO000AAW,cell_line_EFO_0003042,0dd64a4f9d45be35e75d90f291a4c3d3
ENCFF996WHT,ENCFF536LRX,,False,False,False,False,False,50,55769210,4581604,2016-05-06T18:09:59.379619+00:00,ENCDO000AAD,cell_line_EFO_0002067,fe2b8159aa99b72d32976d3539759679
ENCFF610ZOD,"ENCFF982FDH, ENCFF355DMM, ENCFF812ISD, ENCFF935ETD",,False,True,True,False,False,36,53183153,1782393,2016-10-26T22:57:53.871625+00:00,ENCDO353AAA,cell_line_EFO_0002357,caa318f004e80b5b2e6d2cfa05159ce8
ENCFF209LTY,ENCFF162QPX,,False,False,False,False,True,75,27392797,1699660,2017-11-09T04:07:22.343757+00:00,ENCDO688UPE,primary_cell_CL_2000001,1325b0955856ff9af05178ac83f6b501
ENCFF073TSZ,ENCFF297YQY,,False,False,False,False,False,76,41365472,1512510,2016-05-05T04:46:29.591931+00:00,ENCDO845WKR,tissue_UBERON_0002046,2eac12578b1e81bfcd40be0f9423ccb6
ENCFF629YWV,ENCFF000ODG,,False,False,False,False,False,25,24070411,655309,2016-10-26T17:35:24.878074+00:00,ENCDO000AAK,cell_line_EFO_0002784,e22e76821885b211c9f50a6eece525c7
ENCFF051WWL,ENCFF000VPI,,False,False,False,False,False,36,23881180,233289,2016-10-26T17:36:06.436895+00:00,ENCDO000AAZ,cell_line_EFO_0001086,05fdd032eac7a5e27fd77a2e1d198329
ENCFF401LXB,"ENCFF191QXK, ENCFF036EGF",,False,False,True,False,False,36,37411059,1239432,2016-10-29T04:22:06.842670+00:00,ENCDO000AAW,cell_line_EFO_0003042,1f62cbd93b0a75054bdc90651efceac0
ENCFF243IQR,ENCFF069TUA,ENCFF886JJC,True,False,False,False,False,101,62090377,1586065,2016-09-11T03:13:18.866652+00:00,ENCDO000ABF,cell_line_EFO_0001182,00f0f1aa6602a7298dfd346901733f6b
ENCFF146SWY,"ENCFF393SYM, ENCFF819XIA, ENCFF461XSL, ENCFF951BTP",,False,False,True,False,True,36,44478861,1565540,2018-01-24T23:14:05.787678+00:00,ENCDO688UWB,primary_cell_CL_0000897,a67be6bf9656dbe6b1bb2dce4c583acf
ENCFF787HFY,ENCFF000SEH,,False,False,False,False,False,51,11676230,19522398,2017-04-09T04:13:03.657472+00:00,ENCDO310AAA,tissue_UBERON_0002106,2faa6cfa2a5b2ad68843b2306fb92813
ENCFF175WBX,ENCFF635NCC,ENCFF423TLJ,True,False,False,False,False,101,96895678,2470772,2017-01-27T06:22:10.071437+00:00,ENCDO271OUW,tissue_UBERON_0000996,c8dc75f0907bacc403ad7c5175b291e4
ENCFF004BVL,ENCFF883ZYF,,False,False,False,False,False,36,26734735,1969020,2016-12-19T07:21:11.676532+00:00,ENCDO058AAA,tissue_UBERON_0000947,332475b9f46ce70202d3ee619985fe52
ENCFF705FKI,ENCFF458QHC,ENCFF696JSC,True,False,False,False,False,101,62187232,1752260,2016-09-11T03:14:06.274978+00:00,ENCDO000ABF,cell_line_EFO_0001182,8d1ff620508259a8a308bf609a441058
ENCFF545JWL,ENCFF000CCW,,False,False,False,False,False,36,41520338,4545281,2016-07-13T02:51:23.393372+00:00,ENCDO265AAA,primary_cell_CL_0001054,4c270cc435b1f024ed879f6384cd048e
ENCFF175XXJ,ENCFF007ATP,ENCFF056XEJ,True,False,False,False,False,101,63391752,5147564,2017-02-02T19:28:17.936072+00:00,ENCDO000ACX,cell_line_EFO_0006365,44a59fc40dd85ed8e7fb0638aeca6b89
ENCFF597YIM,ENCFF001HKF,,False,False,False,False,False,36,24727684,298006,2016-08-09T16:01:30.243081+00:00,ENCDO227AAA,primary_cell_CL_2000044,5f9f1c165b1efe11a750b6eca36d529c
ENCFF783ZDX,ENCFF406XFM,ENCFF055UND,True,False,False,False,False,101,84395034,1852942,2016-10-29T18:07:03.750087+00:00,ENCDO000AAD,cell_line_EFO_0002067,193214eed566ee9a8ba701cab11160b9
ENCFF449PDH,ENCFF087KQG,ENCFF010AGB,True,False,False,True,False,76,59266370,1840044,2016-05-25T14:09:08.126500+00:00,ENCDO336AAA,cell_line_EFO_0007950,1ff723b483c740d7df5fb055b1294bb4
ENCFF015YGZ,ENCFF108OEG,,False,False,False,False,False,36,22264101,673840,2016-12-19T07:20:29.650328+00:00,ENCDO058AAA,tissue_UBERON_0002080,c242a96097a38d3080356d8c1a9bef0c
ENCFF326WEF,ENCFF953GZP,ENCFF067POA,True,False,False,False,False,76,122169171,37029337,2017-02-02T06:30:08.182025+00:00,ENCDO845WKR,tissue_UBERON_0036149,c945c7f9575731ad42479a82d979faac
ENCFF309RDH,ENCFF043CYN,,False,False,False,False,False,36,27185319,1031253,2016-12-19T07:21:24.273246+00:00,ENCDO478OMA,tissue_UBERON_0002370,809258012c7d21625527ab978deaec40
ENCFF713HLH,ENCFF001HXQ,,False,False,False,False,False,36,21602313,183989,2016-08-09T16:00:25.027818+00:00,ENCDO000ABC,cell_line_EFO_0002860,ff8f358837140251d7bd6aa755ac1390
ENCFF218JCZ,"ENCFF322SHV, ENCFF617CIJ",,False,False,True,False,False,49,52915733,1652287,2016-05-06T18:13:00.889879+00:00,ENCDO000AAD,cell_line_EFO_0002067,f675c5908d5c5e1b0ec97d8899491415
ENCFF431OJT,ENCFF000XSY,,False,False,False,False,False,27,3629010,139595,2016-10-26T17:35:01.695393+00:00,ENCDO000AAC,cell_line_EFO_0001187,3aae739d45bc79ff79c38f5c14fe1ef6
ENCFF780KRA,ENCFF663SAA,ENCFF788LAN,True,False,False,False,False,101,35922343,1381623,2016-05-06T18:14:19.760319+00:00,ENCDO793LXB,tissue_UBERON_0002190,0ac1fb8c8853b9f6eb3de9a8508deeef
ENCFF941ESK,"ENCFF914QDH, ENCFF415NBZ, ENCFF202XJD, ENCFF294RSN",,False,False,True,False,False,76,51486542,1659152,2016-10-27T22:00:53.228789+00:00,ENCDO793LXB,tissue_UBERON_0002369,c8d11c3162de9e4d33777965d2fb9c62
ENCFF061QLI,"ENCFF724AOD, ENCFF951ZQP",,False,False,True,False,True,75,65590147,8997247,2017-11-09T06:14:56.665700+00:00,ENCDO150YZC,tissue_UBERON_0001987,c895146775465bfb43785d14c1339afe
ENCFF163VRH,ENCFF299UIO,,False,False,False,False,True,76,24665743,9610301,2017-11-09T05:14:24.442240+00:00,ENCDO250QGI,primary_cell_CL_2000001,d1f103aba588cd77c912241a0cb15659
ENCFF296OHW,"ENCFF283HQV, ENCFF994FIB",,False,False,True,False,False,36,20702908,159826,2016-11-01T21:08:20.302964+00:00,ENCDO000AAD,cell_line_EFO_0002067,f740753d68eb402baa3f550789ac65c3
ENCFF036AXR,ENCFF000YPM,,False,True,False,False,False,27,17421688,9523638,2017-02-23T23:17:03.441338+00:00,ENCDO000AAD,cell_line_EFO_0002067,4ab1998be85395917891449b4b40709d
ENCFF063RMC,ENCFF435UGQ,ENCFF434FCG,True,False,False,False,False,76,52706095,11462559,2017-02-02T01:02:49.193626+00:00,ENCDO845WKR,tissue_UBERON_0008952,2c8a93953b110b4dbbbaf73f1e4077ea
ENCFF283MYC,ENCFF000OJZ,,False,False,False,False,False,36,34981448,2960356,2016-10-26T17:35:01.083914+00:00,ENCDO000ACA,cell_line_EFO_0002785,6f49e70f8040a0f2a28fd1a635ed8276
ENCFF380EDG,ENCFF000XIH,,False,False,False,False,False,28,14947298,1272653,2016-10-26T17:35:37.173673+00:00,ENCDO000AAB,cell_line_EFO_0002791,d97933303bad88ef42eef4770df76684
ENCFF042CPC,ENCFF841NYD,ENCFF005BUI,True,False,False,False,False,76,92017305,14734129,2016-11-08T22:46:03.567007+00:00,ENCDO845WKR,tissue_UBERON_0010414,7e70fbcde39591f238635a0a25a6f819
ENCFF476JOC,ENCFF001HYC,,False,False,False,False,False,36,19646383,345961,2016-08-09T16:00:35.178361+00:00,ENCDO000ABD,cell_line_EFO_0003072,ec4dad89013afca121fa53f129e4903e
ENCFF909QSZ,"ENCFF888IGC, ENCFF676GBI, ENCFF680XTL",,False,False,True,False,True,36,28014257,951331,2018-01-24T02:32:05.738824+00:00,ENCDO922CEJ,primary_cell_CL_0000625,d880da4d1438df819e99ce79d43d97c0
ENCFF436BHQ,"ENCFF679OFG, ENCFF485ZYJ",,False,False,True,False,False,49,50909797,874258,2016-05-06T18:02:50.431402+00:00,ENCDO000AAD,cell_line_EFO_0002067,52fb7870e890678283b5f35950cb47f6
ENCFF825QBT,ENCFF045EFV,,False,False,False,False,True,36,45463679,3171899,2018-01-26T01:48:39.201135+00:00,ENCDO477HWZ,primary_cell_CL_0000134,20b7f8e1b816a99a7ef919f05627e4bb
ENCFF056YDV,ENCFF000SDU,,False,False,False,False,False,51,14707404,14733354,2017-04-14T18:24:18.068526+00:00,ENCDO316AAA,tissue_UBERON_0001264,1eea70b915a20baf8cad40238a357ca1
ENCFF466ILY,ENCFF002DTU,ENCFF002EFI,True,False,False,False,False,101,73224090,1024986,2016-05-06T18:15:37.648965+00:00,ENCDO000AAE,cell_line_EFO_0001203,086c33ab774397000d97f19748fe4c7e
ENCFF802MNB,ENCFF326XKW,,False,False,False,False,True,75,32440702,3126383,2017-11-09T05:09:00.139593+00:00,ENCDO918HJM,tissue_UBERON_0007106,ce260e42dc28ba85dcc4e3a421ea1d7d
ENCFF604QBU,ENCFF000CMD,,False,False,False,False,False,36,10706387,10361070,2016-08-09T15:57:57.672176+00:00,ENCDO268AAA,primary_cell_CL_0000312,afb0374c56a846edbb926f21ea9cc158
ENCFF593DGG,ENCFF580YIK,ENCFF975ZQI,True,False,False,False,False,101,112699089,2919977,2017-03-17T16:46:14.879418+00:00,ENCDO000ACX,cell_line_EFO_0002071,1e2c38b75b2a40e425e197777028aac2
ENCFF994DDP,"ENCFF689EIT, ENCFF663FLW",,False,False,True,False,False,76,37736919,1712470,2016-11-03T22:07:18.992630+00:00,ENCDO000AAW,cell_line_EFO_0003042,84ff0eb76dc6537d9b636316bfe051d7
ENCFF248TVY,ENCFF000OCU,,False,False,False,False,False,36,35986540,16465584,2016-10-26T17:42:23.557915+00:00,ENCDO000AAK,cell_line_EFO_0002784,5ecabb5ca24f271d9fcc88ce0b0abea8
ENCFF332AFO,"ENCFF110UGI, ENCFF002EFM","ENCFF672SZH, ENCFF002EFL",True,False,True,False,False,101,117396840,1652896,2017-03-08T17:46:58.542448+00:00,ENCDO000AAW,in_vitro_differentiated_cells_CL_0002319,20d63462e3a2a3c62a7896d54acc4098
ENCFF647HPQ,"ENCFF151MTF, ENCFF483LFU, ENCFF208SWF, ENCFF503AXB",,False,False,True,False,False,76,80090499,2974430,2016-10-27T22:01:42.183604+00:00,ENCDO793LXB,tissue_UBERON_0006631,b5c29418e9c2b909e9a51dd97c690357
ENCFF956FKI,ENCFF144ZOK,ENCFF514OKS,True,False,False,False,False,101,129988899,2649145,2016-10-29T18:09:11.863238+00:00,ENCDO000AAD,cell_line_EFO_0002067,b96976ae536fceaf13f9af8501260fbb
ENCFF265XQG,ENCFF190AMK,ENCFF164UIN,True,False,False,False,False,101,85082368,11274890,2017-03-17T16:47:20.328779+00:00,ENCDO845WKR,tissue_UBERON_0006920,2308f319e641d80dacde410d58fef907
ENCFF257PUQ,ENCFF000WLG,,False,False,False,False,False,28,6432373,226002,2016-10-26T17:37:01.119447+00:00,ENCDO000ACF,cell_line_EFO_0005332,d3dc424c60c1ef5612083a28350fe3d9
ENCFF837FYA,"ENCFF054IRC, ENCFF364BTA, ENCFF368OCV",,False,True,True,False,False,36,83055900,12208176,2016-11-08T03:56:38.950250+00:00,ENCDO568LPD,cell_line_EFO_0006283,a76a4a0c5028b12e50d103e84cbbd612
ENCFF582XVX,ENCFF925ZUF,,False,False,False,False,True,36,40181739,6414497,2018-01-18T02:50:08.361247+00:00,ENCDO357DNR,tissue_UBERON_0001134,b1c1e8de47166cc516e1bca82e5e3dc8
ENCFF967NFM,ENCFF099PYU,,False,False,False,False,True,76,25822790,6208023,2017-11-09T04:47:55.138163+00:00,ENCDO819SJC,primary_cell_CL_0002324,a3dd73bf2d9c9e1458986787b9d2eb9f
ENCFF626HOS,ENCFF096CKY,ENCFF849TLD,True,False,False,False,False,101,27710870,467764,2016-05-06T18:03:12.368582+00:00,ENCDO000AAD,cell_line_EFO_0002067,b8862f97824bf70cb66c894827318488
ENCFF655STS,ENCFF525FPV,,False,False,False,False,True,36,42397025,3870661,2018-01-18T02:31:28.942485+00:00,ENCDO120UGO,tissue_UBERON_0014455,518d9b661e355065a0950b0cdea5199b
ENCFF144QHN,ENCFF877SGG,ENCFF332OUJ,True,False,False,False,False,76,91186491,13374461,2016-11-08T22:45:23.123684+00:00,ENCDO451RUA,tissue_UBERON_0000945,4c526ad151954f2722fd71e042be64e6
ENCFF421WFD,ENCFF001HXN,,False,False,False,False,False,36,25672229,386427,2016-08-09T16:00:30.386351+00:00,ENCDO094AAA,primary_cell_CL_0000188,b02c9b5171e5ba7a4d9f3ed000f956f7
ENCFF856SYG,ENCFF769KWF,ENCFF967IDB,True,False,False,False,False,101,62145643,1406575,2016-09-11T03:13:28.254754+00:00,ENCDO000ABF,cell_line_EFO_0001182,de3e1d627a0a784adbda9956260c5044
ENCFF676RXD,ENCFF725WQM,ENCFF768JTI,True,False,False,False,False,101,74314004,1601090,2016-12-15T10:39:37.290490+00:00,ENCDO000AAD,cell_line_EFO_0002067,d1e6740aa6007d79c13315685f622453
ENCFF526GBB,ENCFF101DEV,,False,False,False,False,False,40,33588375,2988346,2017-02-08T18:20:55.847308+00:00,ENCDO000AAC,cell_line_EFO_0001187,060c885acbfc73665474a945212840d9
ENCFF084HDB,ENCFF293SGU,ENCFF875RIZ,True,False,False,False,False,101,88163380,2186210,2017-08-18T03:52:50.978105+00:00,ENCDO271OUW,tissue_UBERON_0002046,2d98e8f4a471332eae9ea776fdc0f296
